,Molecule ChEMBL ID,Smiles
234,CHEMBL2180327,C/C(COc1ccccc1)=N\Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1
235,CHEMBL565655,[O-][n+]1onc2ccc(/C=C\Sc3ccccc3)cc21
236,CHEMBL2064843,Cc1ccc2c(c1)/C(=N/Nc1nc(-c3ccccc3)cs1)CC2
237,CHEMBL2064829,Cc1ccc(-c2csc(N/N=C3\CCc4ccccc43)n2)cc1
238,CHEMBL2064832,COc1cc2c(cc1OC)/C(=N/Nc1nc(-c3ccc(C)cc3)cs1)CC2
239,CHEMBL2064837,COc1cccc2c1CC/C2=N\Nc1nc(-c2ccc(Cl)cc2)cs1
240,CHEMBL2064829,Cc1ccc(-c2csc(N/N=C3\CCc4ccccc43)n2)cc1
241,CHEMBL2064843,Cc1ccc2c(c1)/C(=N/Nc1nc(-c3ccccc3)cs1)CC2
242,CHEMBL3220742,c1ccc(CC/N=C(/Nc2ccccc2)N2CCNCC2)cc1
243,CHEMBL1078675,Cc1nc(-c2ccccc2)sc1C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1
244,CHEMBL460048,NC(=S)N/N=C/c1ccc2no[n+]([O-])c2c1
245,CHEMBL3233086,Nc1ccccc1OCC(=O)NCCc1nc2ccccc2[nH]1
246,CHEMBL3233089,O=C(COc1ccc(Br)cc1)NCCc1nc2ccccc2[nH]1
247,CHEMBL3233108,Cc1ccccc1OCC(=O)NCCC(=O)Nc1ccccc1O
248,CHEMBL3233115,C=CCCn1c(CCNC(=O)COc2ccccc2Cl)nc2ccccc21
249,CHEMBL3233116,CC(=O)n1c(CCNC(=O)COc2ccc(Br)cc2)nc2ccccc21
250,CHEMBL418661,CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O
251,CHEMBL2064844,Cc1ccc(-c2csc(N/N=C3\CCc4ccc(C)cc43)n2)cc1
252,CHEMBL2064834,Cc1cccc2c1CC/C2=N\Nc1nc(-c2ccccc2)cs1
253,CHEMBL1276197,NC(=S)N/N=C/CSc1ccccc1
254,CHEMBL1276229,NC(=S)N/N=C/CCc1ccccc1
255,CHEMBL1276255,CCC1S/C(=N/N=C/CSc2ccc(Br)cc2)NC1=O
256,CHEMBL3221953,CCCC/C(=N/NC(N)=[Se])c1ccc(Cl)c(Cl)c1
257,CHEMBL541696,Nc1ncccc1C(=O)OCC(=O)Nc1cc(Cl)ccc1Cl
258,CHEMBL2064834,Cc1cccc2c1CC/C2=N\Nc1nc(-c2ccccc2)cs1
259,CHEMBL2064843,Cc1ccc2c(c1)/C(=N/Nc1nc(-c3ccccc3)cs1)CC2
260,CHEMBL541696,Nc1ncccc1C(=O)OCC(=O)Nc1cc(Cl)ccc1Cl
261,CHEMBL1277057,CCC1S/C(=N/N=C(\C)CSc2ccc(Cl)cc2)NC1=O
262,CHEMBL1277145,CCC1S/C(=N/N=C(\C)CSc2ccc(S)cc2)NC1=O
263,CHEMBL563022,Nc1ncccc1C(=O)OCC(=O)Nc1ccc2c(c1)OCCO2
264,CHEMBL2036339,O=C1/C(=C/c2ccncc2)CC/C1=C\c1ccncc1
265,CHEMBL2158133,COc1cc(/C=N/NC(=O)c2nc(-c3ccc(Br)cc3)no2)ccc1O
266,CHEMBL226536,[O-][n+]1onc2cc(/C=C\c3ccccc3)ccc21
267,CHEMBL274715,CCOC(=O)[C@@H]1O[C@H]1[C@@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
268,CHEMBL249815,CCOC(=O)[C@@H]1O[C@@H]1C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
269,CHEMBL2420108,Br.NC/C(=N\NC(N)=S)c1cccc([N+](=O)[O-])c1
270,CHEMBL3613567,NC(=S)N/N=C(/COc1ccc(Br)cc1)c1ccc(Cl)cc1
271,CHEMBL3613575,NC(=S)N/N=C(\COc1ccccc1)c1ccc(Br)cc1
272,CHEMBL3613576,CCc1ccc(OC/C(=N\NC(N)=S)c2ccc(Br)cc2)cc1
273,CHEMBL3613579,COc1cccc(OC/C(=N\NC(N)=S)c2ccc(Br)cc2)c1
274,CHEMBL3613583,NC(=S)N/N=C(\COc1ccc(F)c(Cl)c1)c1ccc(Br)cc1
275,CHEMBL3612083,NC(=S)N/N=C(\COc1cccc(Cl)c1Cl)c1ccc(Br)cc1
276,CHEMBL1276255,CCC1S/C(=N/N=C/CSc2ccc(Br)cc2)NC1=O
277,CHEMBL1276230,NC(=S)N/N=C/C=C/c1ccccc1
278,CHEMBL4075493,COc1ccc(-c2cs/c(=N\N=C(/C)c3ccccn3)n2-c2ccccc2)cc1
279,CHEMBL4067267,C/C(=N\N=c1/scc(-c2ccc(F)cc2)n1-c1ccccc1)c1ccccn1
280,CHEMBL3827939,C=CCn1c(-c2ccccc2)cs/c1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2
281,CHEMBL4218185,O=CCNC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
282,CHEMBL3221952,NC(=[Se])NN=C(c1cccc(Br)c1)c1cccc(Br)c1
283,CHEMBL1277145,CCC1S/C(=N/N=C(\C)CSc2ccc(S)cc2)NC1=O
284,CHEMBL1276301,Cc1ccc(SC/C=N/N=C2\NC(=O)C(C)S2)cc1
285,CHEMBL1292,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
286,CHEMBL3220736,[O-][n+]1onc2ccc(CN3CCN(/C(=N/c4ccccc4)NCc4ccccc4)CC3)cc21
287,CHEMBL3220739,CC1(C)[N+]([O-])=c2ccc(CN3CCN(/C(=N/c4ccccc4)NCCc4ccccc4)CC3)cc2=[N+]1[O-]
288,CHEMBL1078855,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(-c2ccccc2)no1
289,CHEMBL3347361,N=C(N)N/N=C\c1ccccc1OCc1ccc2no[n+]([O-])c2c1
290,CHEMBL3347333,CC1(C)[N+]([O-])=c2ccc(COc3cccc(C=O)c3)cc2=[N+]1[O-]
291,CHEMBL3347345,N=C(N)N/N=C/c1cccc(OCc2ccc3no[n+]([O-])c3c2)c1
292,CHEMBL3347368,CC1(C)[N+]([O-])=c2ccc(COc3ccccc3/C=N\NC(N)=S)cc2=[N+]1[O-]
293,CHEMBL3121905,C/C(=N\NC(N)=S)C(C)Oc1ccc(I)cc1
294,CHEMBL3121898,CC(=O)Nc1ccc(OC(C)/C(C)=N/NC(N)=S)cc1
295,CHEMBL1079181,CC(C)(C)c1cc(C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)n(Cc2ccccc2)n1
296,CHEMBL460418,OCCCNc1ccnc2cc(Cl)ccc12
297,CHEMBL3233097,O=C(CSc1ccccc1)NCCc1nc2ccccc2[nH]1
298,CHEMBL3233120,Cc1ccc2[nH]c(CCNC(=O)COc3ccc4ccccc4c3Br)nc2c1
299,CHEMBL2180670,C/C(COc1ccccc1)=N\N=C1\SC(C(C)C)C(=O)N1C
300,CHEMBL2180329,C/C(COc1ccccc1)=N\Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1
301,CHEMBL2180352,C/C(COc1ccccc1)=N\Nc1nc(-c2ccncc2)cs1
302,CHEMBL2180355,C/C(COc1ccccc1)=N\N=C1/NC(=O)C(C)S1
303,CHEMBL3827404,C=CCN1C(=O)CS/C1=N\c1sc2c(c1C(=O)OCC)CCCC2
304,CHEMBL3828348,C=CCN1C(=O)CS/C1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2
305,CHEMBL3613569,NC(=S)N/N=C(/COc1ccc(Br)cc1)c1ccc(-c2ccccc2)cc1
306,CHEMBL3613574,Fc1ccc(/C(COc2ccc(Br)cc2)=N\NC(=S)Nc2ccccc2)cc1
307,CHEMBL3613589,NC(=S)N/N=C(\COc1ccc(I)cc1)c1ccc(Br)cc1
308,CHEMBL3827295,C=CCNC(=S)Nc1sc2c(c1C(=O)OC(C)C)CCCC2
309,CHEMBL3827307,CC(C)OC(=O)c1c(/N=C2\SCC(=O)N2c2ccccc2)sc2c1CCCC2
310,CHEMBL3826981,CC(C)OC(=O)c1c(/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)sc2c1CCCC2
311,CHEMBL3828526,C=CCn1c(-c2ccccc2)cs/c1=N\c1sc2c(c1C(=O)OCC)CCCC2
312,CHEMBL3827522,CCOC(=O)c1c(/N=C2\SC(C(=O)OCC)C(=O)N2c2ccccc2)sc2c1CCCC2
313,CHEMBL3828113,CC(C)OC(=O)c1c(/N=c2\scc(-c3ccccc3)n2-c2ccccc2)sc2c1CCCC2
314,CHEMBL3827957,C=CCNC(=S)Nc1sc2c(c1C(=O)OCC)CCCC2
315,CHEMBL3827672,CCOC(=O)c1c(/N=C2\SCC(=O)N2c2ccccc2)sc2c1CCCC2
316,CHEMBL3827295,C=CCNC(=S)Nc1sc2c(c1C(=O)OC(C)C)CCCC2
317,CHEMBL3827174,C=CCn1c(C)c(C(=O)OCC)s/c1=N\c1sc2c(c1C(=O)OCC)CCCC2
318,CHEMBL241624,[O-][n+]1onc2cc(/C=C/[S+]([O-])c3ccccc3)ccc21
319,CHEMBL227002,[O-][n+]1onc2cc(/C=C/c3ccccc3)ccc21
320,CHEMBL241624,[O-][n+]1onc2cc(/C=C/[S+]([O-])c3ccccc3)ccc21
321,CHEMBL1998715,CNC(=S)N/N=C(\C)c1ccc(Cl)c(Cl)c1
322,CHEMBL3629565,C/C(=N\N=C1\SC(C(C)C)C(=O)N1c1ccccc1)c1ccc(Cl)c(Cl)c1
323,CHEMBL238428,[O-][n+]1onc2cc(/C=C\[S+]([O-])c3ccccc3)ccc21
324,CHEMBL241622,[O-][n+]1onc2cc(/C=C/Sc3ccccc3)ccc21
325,CHEMBL227002,[O-][n+]1onc2cc(/C=C/c3ccccc3)ccc21
326,CHEMBL568488,O=S(=O)(/C=C/c1ccc2no[n+]([O-])c2c1)c1ccccc1
327,CHEMBL455669,FC(F)(F)c1ccnc(N/N=C/c2ccc(Cl)cc2)n1
328,CHEMBL3347372,[O-][n+]1onc2ccc(COc3ccccc3/C=N\NC(=S)Nc3ccccc3)cc21
329,CHEMBL2420110,C/C(=N\NC(N)=S)c1ccc([N+](=O)[O-])c(N)c1
330,CHEMBL3121901,C/C(=N\NC(N)=S)C(C)Oc1cccc(Cl)c1
331,CHEMBL3233091,O=C(COc1ccc2ccccc2c1)NCCc1nc2ccccc2[nH]1
332,CHEMBL3233093,O=C(COc1ccc2ccccc2c1CO)NCCc1nc2ccccc2[nH]1
333,CHEMBL3233096,O=C(CCc1ccccc1Br)NCCc1nc2ccccc2[nH]1
334,CHEMBL3233106,Cc1ccccc1OCC(=O)NCCC(=O)Nc1ccccc1
335,CHEMBL2180669,CCC1S/C(=N/N=C(\C)COc2ccccc2)N(C)C1=O
336,CHEMBL3104704,O=C1/C(=C/c2ccc(Cn3cc(CCO)nn3)cc2)CC/C1=C\c1ccc(Cn2cc(CCO)nn2)cc1
337,CHEMBL502160,Cc1ccc(/C=C2\CCC/C(=C\c3ccc(C)cc3)C2=O)cc1
338,CHEMBL3221950,NC(=[Se])N/N=C/c1ccc(Cl)c(Cl)c1
339,CHEMBL4065594,C/C(=N\N=c1/scc(-c2ccccc2)n1C)c1ccccn1
340,CHEMBL454439,CCCNc1ccnc2cc(Cl)ccc12
341,CHEMBL3828132,CC(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCCC2
342,CHEMBL3828132,CC(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCCC2
343,CHEMBL3828686,C=CCN1C(=O)C(C(=O)OCC)S/C1=N\c1sc2c(c1C(=O)OCC)CCCC2
344,CHEMBL3785717,NC(=S)N/N=C/CSc1ccc(Br)cc1
345,CHEMBL4565068,Fc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1
346,CHEMBL4516178,COc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1
347,CHEMBL3221948,C/C(=N\NC(N)=[Se])c1cccc(Br)c1
348,CHEMBL3221953,CCCC/C(=N/NC(N)=[Se])c1ccc(Cl)c(Cl)c1
349,CHEMBL3787599,NC(=S)N/N=C/CSc1ccc(F)cc1
350,CHEMBL1916944,COc1cc2c(cc1OC)/C(=N/NC(=S)Nc1ccccc1)CC2
351,CHEMBL3220740,CC1(C)[N+]([O-])=c2ccc(CN3CCN(/C(=N/c4ccccc4)NCc4ccccc4)CC3)cc2=[N+]1[O-]
352,CHEMBL3220738,[O-][n+]1onc2ccc(CN3CCN(/C(=N/c4ccccc4)NCc4ccco4)CC3)cc21
353,CHEMBL3613568,NC(=S)N/N=C(/COc1ccc(Br)cc1)c1ccc(Br)cc1
354,CHEMBL3613586,NC(=S)N/N=C(\COc1ccc(Cl)cc1)c1ccc(Br)cc1
355,CHEMBL3613593,NC(=S)N/N=C(\COc1ccc2ccccc2c1)c1ccc(Br)cc1
356,CHEMBL4173052,C/C(=N\Nc1nc(-c2ccccc2)cs1)c1ccc(Cl)c(Cl)c1
357,CHEMBL4168659,C/C(=N\Nc1nc(-c2ccc(Br)cc2)c(C)s1)c1ccc(Cl)c(Cl)c1
358,CHEMBL3629560,C/C(=N\N=C1\SC(C(C)C)C(=O)N1C)c1ccc(Cl)c(Cl)c1
359,CHEMBL3623846,O=P(O)(O)[C@H](NC[C@@H]1CCCc2ccccc21)c1ccc(F)cc1
360,CHEMBL3233118,O=C(COc1ccc2ccccc2c1Br)NCCc1nc2cc(Cl)ccc2[nH]1
361,CHEMBL3233104,Cc1cc(C)c(C#N)c(SCCNC(=O)COc2ccccc2C)n1
362,CHEMBL3233112,O=C(COc1ccc2ccccc2c1)NCCc1cnc[nH]1
363,CHEMBL3233119,COc1ccc2[nH]c(CCNC(=O)COc3ccc4ccccc4c3Br)nc2c1
364,CHEMBL3220735,[O-][n+]1onc2ccc(CN3CCN(/C(=N/c4ccccc4)NCCc4ccccc4)CC3)cc21
365,CHEMBL3220738,[O-][n+]1onc2ccc(CN3CCN(/C(=N/c4ccccc4)NCc4ccco4)CC3)cc21
366,CHEMBL3291070,COc1cc(O)cc2c1[C@@H](/C=C/c1ccc(O)cc1)[C@@H]1[C@@H](c3ccccc3)Oc3cc(O)cc(OC)c3[C@@H]1O2
367,CHEMBL3329505,Cc1ccc(-c2csc(N/N=C/c3ccccn3)n2)cc1
368,CHEMBL416771,C/C(=N\NC(N)=S)c1ccccn1
369,CHEMBL2180349,C/C(COc1ccccc1)=N\Nc1nc(-c2ccccc2)cs1
370,CHEMBL2180343,C/C(COc1ccccc1)=N\N=C1\SC(c2ccccc2)C(=O)N1c1ccccc1
371,CHEMBL2420111,Br.NC/C(=N\NC(N)=S)c1ccc([N+](=O)[O-])cc1
372,CHEMBL3828348,C=CCN1C(=O)CS/C1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2
373,CHEMBL3827864,CCOC(=O)c1c(/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)sc2c1CCCC2
374,CHEMBL4213366,CCOC(=O)/C=C/C1(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)CC1
375,CHEMBL4170217,C/C(=N\Nc1nc(CCl)cs1)c1ccc(Cl)c(Cl)c1
376,CHEMBL4176517,C/C(=N\Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1)c1ccc(Cl)c(Cl)c1
377,CHEMBL4162928,CN1c2nc(-c3ccccc3)[nH]c2C(N)=NS1(=O)=O
378,CHEMBL235241,NCCCNc1ccnc2cc(Cl)ccc12
379,CHEMBL3613581,CC(=O)Nc1ccc(OC/C(=N\NC(N)=S)c2ccc(Br)cc2)cc1
380,CHEMBL3613588,NC(=S)N/N=C(\COc1cccc(Br)c1)c1ccc(Br)cc1
381,CHEMBL1277057,CCC1S/C(=N/N=C(\C)CSc2ccc(Cl)cc2)NC1=O
382,CHEMBL2158129,COc1cc(/C=N/NC(=O)c2nc(-c3ccccc3)no2)ccc1O
383,CHEMBL2158232,O=C(N/N=C/c1ccc2c(c1)OCO2)c1nc(-c2ccc(F)cc2)no1
384,CHEMBL2420104,C/C(=N\NC(N)=S)c1ccc(N)cc1
385,CHEMBL74689,C/C(=N\N=C(/N)S)c1ccccc1
386,CHEMBL3221949,NC(=[Se])N/N=C/c1cccc(Br)c1
387,CHEMBL3613580,COc1ccc(OC/C(=N\NC(N)=S)c2ccc(Br)cc2)cc1
388,CHEMBL3121908,C/C(=N\NC(N)=S)C(C)Oc1ccccc1-c1ccccc1
389,CHEMBL1276197,NC(=S)N/N=C/CSc1ccccc1
390,CHEMBL4454686,O=[N+]([O-])c1cccc(-c2csc(N/N=C/CSc3ccccc3)n2)c1
391,CHEMBL3347376,NC(=O)N/N=C\c1ccccc1OCc1ccc2no[n+]([O-])c2c1
392,CHEMBL3347347,CC1(C)[N+]([O-])=c2ccc(COc3cccc(/C=N/NC(N)=S)c3)cc2=[N+]1[O-]
393,CHEMBL1632060,CC1(C)[N+]([O-])=c2ccc(COc3ccc(C=O)cc3)cc2=[N+]1[O-]
394,CHEMBL3828113,CC(C)OC(=O)c1c(/N=c2\scc(-c3ccccc3)n2-c2ccccc2)sc2c1CCCC2
395,CHEMBL4088908,Cl.Clc1ccc2[nH]c(CNC3CCCCC3)cc2c1
396,CHEMBL4077691,O=C(CNCCCN1CCOCC1)Nc1ccccc1
397,CHEMBL2180666,C/C(COc1ccccc1)=N\N=C1/NC(=O)C(c2ccccc2)S1
398,CHEMBL2180330,C/C(COc1ccccc1)=N\Nc1nc(-c2ccc(Cl)cc2Cl)cs1
399,CHEMBL2180354,C/C(COc1ccccc1)=N\N=C1/NC(=O)CS1
400,CHEMBL90512,C/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1
401,CHEMBL3613582,NC(=S)N/N=C(\COc1ccc(F)cc1)c1ccc(Br)cc1
402,CHEMBL1276254,O=C1CS/C(=N/N=C/CSc2ccc(Br)cc2)N1
403,CHEMBL1276302,Cc1ccc(SC/C=N/N=C2\NC(=S)C(C)S2)cc1
404,CHEMBL1276228,O=C1CS/C(=N/N=C/C=C/c2ccccc2)N1
405,CHEMBL1276300,O=C1CS/C(=N/N=C/CSc2ccc(Cl)cc2)N1
406,CHEMBL1276300,O=C1CS/C(=N/N=C/CSc2ccc(Cl)cc2)N1
407,CHEMBL1276229,NC(=S)N/N=C/CCc1ccccc1
408,CHEMBL1276230,NC(=S)N/N=C/C=C/c1ccccc1
409,CHEMBL577708,O=C(/C=C/c1ccc2no[n+]([O-])c2c1)c1ccccc1
410,CHEMBL568619,COc1ccc(C(=O)/C=C/c2ccc3no[n+]([O-])c3c2)cc1
411,CHEMBL6966,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
412,CHEMBL2297590,C/C(=N/NC(N)=S)c1cccc(Br)c1
413,CHEMBL3613585,NC(=S)N/N=C(\COc1cccc(Cl)c1)c1ccc(Br)cc1
414,CHEMBL3613592,NC(=S)N/N=C(\COc1cccc2ccccc12)c1ccc(Br)cc1
415,CHEMBL1224755,O=C1/C(=C/c2ccncc2)CCC/C1=C\c1ccncc1
416,CHEMBL2180338,C/C(COc1ccccc1)=N\N=C1\SC(c2ccccc2)C(=O)N1C
417,CHEMBL3233082,O=C(COc1ccccc1Cl)NCCc1nc2ccccc2[nH]1
418,CHEMBL3233013,O=C(COc1ccccc1Br)NCCN1CCCCC1
419,CHEMBL3786939,C/C(=N\Nc1nc(C)cs1)c1ccc(Cl)c(Cl)c1
420,CHEMBL4170042,C/C(=N\Nc1nc(-c2ccc(Cl)cc2Cl)cs1)c1ccc(Cl)c(Cl)c1
421,CHEMBL568488,O=S(=O)(/C=C/c1ccc2no[n+]([O-])c2c1)c1ccccc1
422,CHEMBL4568703,C(\CSc1ccccc1)=N/Nc1nc(-c2ccccc2)cs1
423,CHEMBL3221951,NC(=[Se])N/N=C/c1cccc(C(F)(F)F)c1
424,CHEMBL2064836,Cc1cccc2c1CC/C2=N\Nc1nc(-c2ccc(Cl)cc2)cs1
425,CHEMBL2180337,C/C(COc1ccccc1)=N\N=c1\scc(-c2ccccc2)n1-c1ccccc1
426,CHEMBL2180336,C/C(COc1ccccc1)=N\N=c1\scc(-c2ccccc2)n1C
427,CHEMBL2180347,CCC1S/C(=N/N=C(\C)COc2ccccc2)N(c2ccc(OC)cc2)C1=O
428,CHEMBL2180325,C/C(COc1ccccc1)=N\Nc1nc(-c2ccc(Cl)cc2)cs1
429,CHEMBL2180348,CCC1S/C(=N/N=C(\C)COc2ccccc2)N(C2CCCCC2)C1=O
430,CHEMBL3826981,CC(C)OC(=O)c1c(/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)sc2c1CCCC2
431,CHEMBL3828348,C=CCN1C(=O)CS/C1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2
432,CHEMBL3828113,CC(C)OC(=O)c1c(/N=c2\scc(-c3ccccc3)n2-c2ccccc2)sc2c1CCCC2
433,CHEMBL3233105,Cc1ccccc1OCC(=O)NCCC(=O)NCc1ccccc1
434,CHEMBL3220738,[O-][n+]1onc2ccc(CN3CCN(/C(=N/c4ccccc4)NCc4ccco4)CC3)cc21
435,CHEMBL3220737,[O-][n+]1onc2ccc(CN3CCN(/C(=N/c4ccccc4)Nc4ccccc4)CC3)cc21
436,CHEMBL3220744,c1ccc(/N=C(/Nc2ccccc2)N2CCNCC2)cc1
437,CHEMBL4237990,CCOC(=O)/C=C/C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1
438,CHEMBL2064834,Cc1cccc2c1CC/C2=N\Nc1nc(-c2ccccc2)cs1
439,CHEMBL2064842,Cc1ccc(-c2csc(N/N=C3\CCc4cc(C)ccc43)n2)cc1
440,CHEMBL14498,Clc1ccc2c(NCCCN3CCCCC3)ccnc2c1
441,CHEMBL3121904,C/C(=N\NC(N)=S)C(C)Oc1cccc(Br)c1
442,CHEMBL3121906,C/C(=N\NC(N)=S)C(C)Oc1ccc(-c2ccccc2)cc1
443,CHEMBL2158134,COc1cc(/C=N/NC(=O)c2nc(-c3ccc([N+](=O)[O-])cc3)no2)ccc1O
444,CHEMBL2158137,O=C(N/N=C/c1ccc2c(c1)OCO2)c1nc(-c2ccccc2)no1
445,CHEMBL4105266,CN1CCN(c2ccncn2)CC1
446,CHEMBL4086435,Cl.c1ccc2[nH]c(CNC3CCCCC3)cc2c1
447,CHEMBL4072363,O=C(CN1CCc2ccccc2C1)Nc1ccc(Cl)cc1
448,CHEMBL560043,Nc1ccccc1-c1nnc(C(=O)Nc2cc(-c3cccs3)[nH]n2)o1
449,CHEMBL3104697,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)CC/C1=C\c1ccc([N+](=O)[O-])cc1
450,CHEMBL3104697,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)CC/C1=C\c1ccc([N+](=O)[O-])cc1
451,CHEMBL2036339,O=C1/C(=C/c2ccncc2)CC/C1=C\c1ccncc1
452,CHEMBL3104701,O=C1/C(=C/c2cccc3cnccc23)CCC/C1=C\c1cccc2cnccc12
453,CHEMBL3828195,C=CCN1C(=O)C(CC(=O)O)S/C1=N\c1sc2c(c1C(=O)OCC)CCCC2
454,CHEMBL3827864,CCOC(=O)c1c(/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)sc2c1CCCC2
455,CHEMBL3827125,C=CCN1C(=O)C(CC(=O)O)S/C1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2
456,CHEMBL3827939,C=CCn1c(-c2ccccc2)cs/c1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2
457,CHEMBL3828647,CCOC(=O)c1c(/N=c2\scc(-c3ccccc3)n2-c2ccccc2)sc2c1CCCC2
458,CHEMBL3828686,C=CCN1C(=O)C(C(=O)OCC)S/C1=N\c1sc2c(c1C(=O)OCC)CCCC2
459,CHEMBL374508,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N
460,CHEMBL3827142,CCOC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCCC2
461,CHEMBL3827295,C=CCNC(=S)Nc1sc2c(c1C(=O)OC(C)C)CCCC2
462,CHEMBL3827404,C=CCN1C(=O)CS/C1=N\c1sc2c(c1C(=O)OCC)CCCC2
463,CHEMBL3827125,C=CCN1C(=O)C(CC(=O)O)S/C1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2
464,CHEMBL3329513,O=[N+]([O-])c1cccc(-c2csc(N/N=C/c3ccccn3)n2)c1
465,CHEMBL3329518,C/C(=N\Nc1nc(-c2ccc(F)cc2)cs1)c1ccccn1
466,CHEMBL3329520,C/C(=N\Nc1nc(-c2ccc(Cl)cc2Cl)cs1)c1ccccn1
467,CHEMBL3329511,Clc1ccc(-c2csc(N/N=C/c3ccccn3)n2)c(Cl)c1
468,CHEMBL3329508,Fc1ccc(-c2csc(N/N=C/c3ccccn3)n2)cc1
469,CHEMBL2180334,C/C(COc1ccccc1)=N\Nc1nc(Cc2ccco2)cs1
470,CHEMBL2180668,C/C(COc1ccccc1)=N\N=C1\SC(C)C(=O)N1C
471,CHEMBL540153,Nc1ccccc1C(=O)NCC(=O)NC1CCCCC1
472,CHEMBL452693,COc1ccc(/C=N/Nc2nccc(C(F)(F)F)n2)cc1
473,CHEMBL451256,Cc1cc(C(F)(F)F)nc(N/N=C/c2ccccc2C)n1
474,CHEMBL3291071,COc1ccc(/C=C/[C@@H]2c3c(OC)cc(O)cc3O[C@H]3c4c(OC)cc(O)cc4O[C@H](c4ccccc4)[C@@H]23)cc1
475,CHEMBL3221948,C/C(=N\NC(N)=[Se])c1cccc(Br)c1
476,CHEMBL3221952,NC(=[Se])NN=C(c1cccc(Br)c1)c1cccc(Br)c1
477,CHEMBL2420107,C/C(=N\NC(N)=S)c1cccc([N+](=O)[O-])c1
