,Molecule ChEMBL ID,Smiles
478,CHEMBL2218858,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1
479,CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
480,CHEMBL2218858,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1
481,CHEMBL313679,CC/C(=N\N=C(\N)S)c1cccc(Br)c1
482,CHEMBL3221953,CCCC/C(=N/NC(N)=[Se])c1ccc(Cl)c(Cl)c1
483,CHEMBL4217658,N#CC1(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)CC1
484,CHEMBL4212454,CN(C#N)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(C(C)(C)C)nn1C
485,CHEMBL4213786,O=C(N[C@@H](Cc1ccccc1)C(=O)NCC=NO)OCc1ccccc1
486,CHEMBL4208600,CNC(=O)/C=C/C1(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)CC1
487,CHEMBL3233081,O=C(COc1ccccc1F)NCCc1nc2ccccc2[nH]1
488,CHEMBL3233088,O=C(COc1cccc(Br)c1)NCCc1nc2ccccc2[nH]1
489,CHEMBL3233094,O=C(COc1ccc2ccccc2c1O)NCCc1nc2ccccc2[nH]1
490,CHEMBL3233095,O=C(COc1ccc2ccccc2c1Br)NCCc1nc2ccccc2[nH]1
491,CHEMBL3233100,Cc1ccccc1OCC(=O)NCCN1CCCCC1
492,CHEMBL3233102,Cc1ccccc1OCC(=O)NCCc1c[nH]c2ccccc12
493,CHEMBL3233107,Cc1ccccc1OCC(=O)NCCC(=O)Nc1ccc(O)cc1
494,CHEMBL3233109,O=C(COc1ccc2ccccc2c1)NCCC(=O)Nc1ccccc1O
495,CHEMBL3233117,CC(=O)n1c(CCNC(=O)COc2ccccc2[N+](=O)[O-])nc2ccccc21
496,CHEMBL4288606,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H]1C(=O)N1C(C(=O)OCc2ccccc2)C1C(=O)OCc1ccccc1
497,CHEMBL4280307,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H]1C(=O)N1C(C(=O)OCCCc2ccccc2)C1C(=O)OCCCc1ccccc1
498,CHEMBL3104699,O=C1/C(=C/c2ccnc3ccccc23)CCC/C1=C\c1ccnc2ccccc12
499,CHEMBL3329519,COc1ccc(-c2csc(N/N=C(\C)c3ccccn3)n2)cc1
500,CHEMBL3329522,C/C(=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)c1ccccn1
501,CHEMBL2180333,C/C(COc1ccccc1)=N\Nc1nc(-c2ccc3ccccc3c2)cs1
502,CHEMBL2180328,C/C(COc1ccccc1)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1
503,CHEMBL2180324,C/C(COc1ccccc1)=N\Nc1nc(-c2ccc(F)cc2)cs1
504,CHEMBL2180350,C/C(COc1ccccc1)=N\Nc1nc(-c2ccccn2)cs1
505,CHEMBL2180342,C/C(COc1ccccc1)=N\N=C1\SC(C(C)C)C(=O)N1c1ccccc1
506,CHEMBL2180339,C/C(COc1ccccc1)=N\N=C1\SCC(=O)N1c1ccccc1
507,CHEMBL2180666,C/C(COc1ccccc1)=N\N=C1/NC(=O)C(c2ccccc2)S1
508,CHEMBL2180665,C/C(COc1ccccc1)=N\N=C1/NC(=O)C(C(C)C)S1
509,CHEMBL2180335,C/C(COc1ccccc1)=N\Nc1nc(-c2cccs2)cs1
510,CHEMBL2180326,C/C(COc1ccccc1)=N\Nc1nc(-c2ccc(Br)cc2)cs1
511,CHEMBL3329223,O=[N+]([O-])c1ccc(-c2csc(N/N=C/c3ccccn3)n2)cc1
512,CHEMBL3221950,NC(=[Se])N/N=C/c1ccc(Cl)c(Cl)c1
513,CHEMBL2158136,COc1ccc(-c2noc(C(=O)N/N=C/c3ccc(O)c(OC)c3)n2)cc1
514,CHEMBL1275672,CC1S/C(=N/N=C/CCSc2ccccc2)NC1=S
515,CHEMBL3828647,CCOC(=O)c1c(/N=c2\scc(-c3ccccc3)n2-c2ccccc2)sc2c1CCCC2
516,CHEMBL1276253,CC1S/C(=N/N=C/CCSc2ccc(Cl)cc2)NC1=O
517,CHEMBL1276253,CC1S/C(=N/N=C/CCSc2ccc(Cl)cc2)NC1=O
518,CHEMBL1276254,O=C1CS/C(=N/N=C/CSc2ccc(Br)cc2)N1
519,CHEMBL1275672,CC1S/C(=N/N=C/CCSc2ccccc2)NC1=S
520,CHEMBL90512,C/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1
521,CHEMBL4294334,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H]1C(=O)N1C(C(=O)O)C1C(=O)OCC1CCCCC1
522,CHEMBL282672,Oc1nc2ccccc2nc1O
523,CHEMBL3613572,COc1ccc(/C(COc2ccc(Br)cc2)=N\NC(=S)Nc2ccccc2)cc1
524,CHEMBL1275672,CC1S/C(=N/N=C/CCSc2ccccc2)NC1=S
525,CHEMBL1276198,CC1S/C(=N/N=C/CCSc2ccccc2)NC1=O
526,CHEMBL1277144,CCC1S/C(=N/N=C(\C)CSc2ccc(C)cc2)NC1=O
527,CHEMBL3220743,c1ccc(C/N=C(/Nc2ccccc2)N2CCNCC2)cc1
528,CHEMBL3220735,[O-][n+]1onc2ccc(CN3CCN(/C(=N/c4ccccc4)NCCc4ccccc4)CC3)cc21
529,CHEMBL2420109,C/C(=N\NC(N)=S)c1ccc(N)c([N+](=O)[O-])c1
530,CHEMBL3121897,C/C(=N\NC(N)=S)C(C)Oc1ccc([N+](=O)[O-])cc1
531,CHEMBL577708,O=C(/C=C/c1ccc2no[n+]([O-])c2c1)c1ccccc1
532,CHEMBL3785855,COc1ccc(-c2csc(N/N=C(\C)c3ccc(Cl)c(Cl)c3)n2)cc1
533,CHEMBL1276198,CC1S/C(=N/N=C/CCSc2ccccc2)NC1=O
534,CHEMBL3827522,CCOC(=O)c1c(/N=C2\SC(C(=O)OCC)C(=O)N2c2ccccc2)sc2c1CCCC2
535,CHEMBL3827943,C=CCn1c(C)c(C(=O)OCC)s/c1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2
536,CHEMBL3827957,C=CCNC(=S)Nc1sc2c(c1C(=O)OCC)CCCC2
537,CHEMBL3828526,C=CCn1c(-c2ccccc2)cs/c1=N\c1sc2c(c1C(=O)OCC)CCCC2
538,CHEMBL4176845,C/C(=N\Nc1nc(-c2ccncc2)cs1)c1ccc(Cl)c(Cl)c1
539,CHEMBL4176430,C/C(=N\Nc1nc(-c2ccccn2)cs1)c1ccc(Cl)c(Cl)c1
540,CHEMBL146616,Clc1ccc2c(NCCN3CCCCC3)ccnc2c1
541,CHEMBL4068608,CN1CCN(Cc2ccc[nH]2)CC1
542,CHEMBL4074869,C/C(=N\N=c1/sc(C)c(-c2ccccc2)n1C)c1ccccn1
543,CHEMBL3347378,CC(=O)c1ccccc1OCc1ccc2no[n+]([O-])c2c1
544,CHEMBL1630613,C=CCNC(=S)N/N=C\c1ccccc1OCc1ccc2no[n+]([O-])c2c1
545,CHEMBL3347332,O=Cc1cccc(OCc2ccc3no[n+]([O-])c3c2)c1
546,CHEMBL3347303,CC1(C)[N+]([O-])=c2ccc(COc3ccc(/C=N/NC(N)=S)cc3)cc2=[N+]1[O-]
547,CHEMBL3347379,CC(=O)c1ccccc1OCc1ccc2c(c1)=[N+]([O-])C(C)(C)[N+]=2[O-]
548,CHEMBL3613571,CNC(=S)N/N=C(/COc1ccc(Br)cc1)c1ccc(OC)cc1
549,CHEMBL3613584,NC(=S)N/N=C(\COc1ccccc1Cl)c1ccc(Br)cc1
550,CHEMBL3629557,C/C(=N\N=C1\SCC(=O)N1C)c1ccc(Cl)c(Cl)c1
551,CHEMBL3629558,C/C(=N\N=C1\SC(C)C(=O)N1C)c1ccc(Cl)c(Cl)c1
552,CHEMBL3347359,C=CCNC(=S)N/N=C/c1cccc(OCc2ccc3no[n+]([O-])c3c2)c1
553,CHEMBL4279824,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H]1C(=O)N1C(C(=O)O)C1C(=O)OCCc1ccccc1
554,CHEMBL3233084,N#Cc1ccccc1OCC(=O)NCCc1nc2ccccc2[nH]1
555,CHEMBL3233101,O=C(CCc1ccccc1Br)NCCN1CCCCC1
556,CHEMBL3233085,O=C(COc1ccccc1[N+](=O)[O-])NCCc1nc2ccccc2[nH]1
557,CHEMBL1572619,O=C(COc1ccccc1)NCCc1nc2ccccc2[nH]1
558,CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
559,CHEMBL1079068,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(-c2ccccn2)no1
560,CHEMBL4093261,c1ccc2c(c1)CCN(c1ccncn1)C2
561,CHEMBL4090662,CN1CCN(CC(=O)Nc2ccccc2)CC1
562,CHEMBL4095194,c1c[nH]c(CN2CCc3ccccc3C2)c1
563,CHEMBL2420106,Cl.NC/C(=N\NC(N)=S)c1ccccc1
564,CHEMBL2420112,NC(=S)N/N=C(\CO)c1ccc([N+](=O)[O-])cc1
565,CHEMBL502160,Cc1ccc(/C=C2\CCC/C(=C\c3ccc(C)cc3)C2=O)cc1
566,CHEMBL3104699,O=C1/C(=C/c2ccnc3ccccc23)CCC/C1=C\c1ccnc2ccccc12
567,CHEMBL1224755,O=C1/C(=C/c2ccncc2)CCC/C1=C\c1ccncc1
568,CHEMBL549615,Nc1ncccc1C(=O)OCC(=O)Nc1ccccc1OC(F)F
569,CHEMBL563474,O=C(COC(=O)c1ccccn1)Nc1cc(Cl)ccc1Cl
570,CHEMBL3828526,C=CCn1c(-c2ccccc2)cs/c1=N\c1sc2c(c1C(=O)OCC)CCCC2
571,CHEMBL3828195,C=CCN1C(=O)C(CC(=O)O)S/C1=N\c1sc2c(c1C(=O)OCC)CCCC2
572,CHEMBL2064829,Cc1ccc(-c2csc(N/N=C3\CCc4ccccc43)n2)cc1
573,CHEMBL374508,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N
574,CHEMBL3785588,Cc1ccccc1SC/C=N/NC(N)=S
575,CHEMBL4447401,Clc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)c(Cl)c1
576,CHEMBL3828195,C=CCN1C(=O)C(CC(=O)O)S/C1=N\c1sc2c(c1C(=O)OCC)CCCC2
577,CHEMBL3827957,C=CCNC(=S)Nc1sc2c(c1C(=O)OCC)CCCC2
578,CHEMBL3613573,CNC(=S)N/N=C(/COc1ccc(Br)cc1)c1ccc(F)cc1
579,CHEMBL4176166,NC1=NS(=O)(=O)Nc2nc(CCc3ccccc3)[nH]c21
580,CHEMBL4213247,O=CC1(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)CC1
581,CHEMBL4217414,CC(C)C[C@H](NC(=O)c1cc(C(C)(C)C)nn1C)C(=O)N(C)N(C)C#N
582,CHEMBL3613590,NC(=S)N/N=C(\COc1cccc(-c2ccccc2)c1)c1ccc(Br)cc1
583,CHEMBL3121898,CC(=O)Nc1ccc(OC(C)/C(C)=N/NC(N)=S)cc1
584,CHEMBL3613563,NC(=S)N/N=C(/COc1ccc(Br)cc1)c1ccccc1
585,CHEMBL3613564,Cc1ccc(/C(COc2ccc(Br)cc2)=N\NC(N)=S)cc1
586,CHEMBL3613570,NC(=S)N/N=C(/COc1ccc(Br)cc1)c1cccc2ccccc12
587,CHEMBL4251480,CCOC(=O)/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
588,CHEMBL4208861,O=C(N[C@@H](Cc1ccccc1)C(=O)Nc1cnoc1)OCc1ccccc1
589,CHEMBL1276301,Cc1ccc(SC/C=N/N=C2\NC(=O)C(C)S2)cc1
590,CHEMBL1276254,O=C1CS/C(=N/N=C/CSc2ccc(Br)cc2)N1
591,CHEMBL2158236,O=C(N/N=C/c1ccc2c(c1)OCO2)c1nc(-c2ccc(O)cc2)no1
592,CHEMBL3221948,C/C(=N\NC(N)=[Se])c1cccc(Br)c1
593,CHEMBL3221950,NC(=[Se])N/N=C/c1ccc(Cl)c(Cl)c1
594,CHEMBL3221951,NC(=[Se])N/N=C/c1cccc(C(F)(F)F)c1
595,CHEMBL3347377,CC1(C)[N+]([O-])=c2ccc(COc3ccccc3/C=N\NC(N)=O)cc2=[N+]1[O-]
596,CHEMBL3347360,O=Cc1ccccc1OCc1ccc2no[n+]([O-])c2c1
597,CHEMBL3347346,NC(=S)N/N=C/c1cccc(OCc2ccc3no[n+]([O-])c3c2)c1
598,CHEMBL512925,O=Cc1ccc(OCc2ccc3no[n+]([O-])c3c2)cc1
599,CHEMBL4209401,Cc1coc(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)n1
600,CHEMBL4565528,Brc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1
601,CHEMBL4564015,O=[N+]([O-])c1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1
602,CHEMBL3629418,C/C(=N\N=C1/NC(=O)CS1)c1ccc(Cl)c(Cl)c1
603,CHEMBL242106,CC(C)c1ccc(/C=N/NC(N)=S)cc1
604,CHEMBL3329523,C/C(=N\Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1)c1ccccn1
605,CHEMBL4281865,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H]1C(=O)N1C(C(=O)O)C1C(=O)OC(C)(C)C
606,CHEMBL3613566,NC(=S)N/N=C(/COc1ccc(Br)cc1)c1ccc(F)cc1
607,CHEMBL3827522,CCOC(=O)c1c(/N=C2\SC(C(=O)OCC)C(=O)N2c2ccccc2)sc2c1CCCC2
608,CHEMBL3613565,COc1ccc(/C(COc2ccc(Br)cc2)=N\NC(N)=S)cc1
609,CHEMBL3613578,CC(C)(C)c1ccc(OC/C(=N\NC(N)=S)c2ccc(Br)cc2)cc1
610,CHEMBL3613587,NC(=S)N/N=C(\COc1ccc(Cl)c(Cl)c1)c1ccc(Br)cc1
611,CHEMBL4165151,C/C(=N\Nc1nc(C)c(C)s1)c1ccc(Cl)c(Cl)c1
612,CHEMBL4159420,C/C(=N\Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1)c1ccc(Cl)c(Cl)c1
613,CHEMBL4175458,C/C(=N\Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1)c1ccc(Cl)c(Cl)c1
614,CHEMBL3827404,C=CCN1C(=O)CS/C1=N\c1sc2c(c1C(=O)OCC)CCCC2
615,CHEMBL3827943,C=CCn1c(C)c(C(=O)OCC)s/c1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2
616,CHEMBL3827672,CCOC(=O)c1c(/N=C2\SCC(=O)N2c2ccccc2)sc2c1CCCC2
617,CHEMBL3826981,CC(C)OC(=O)c1c(/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)sc2c1CCCC2
618,CHEMBL3828195,C=CCN1C(=O)C(CC(=O)O)S/C1=N\c1sc2c(c1C(=O)OCC)CCCC2
619,CHEMBL3828132,CC(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCCC2
620,CHEMBL3828526,C=CCn1c(-c2ccccc2)cs/c1=N\c1sc2c(c1C(=O)OCC)CCCC2
621,CHEMBL3828132,CC(C)OC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCCC2
622,CHEMBL4242138,CCOC(=O)/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1
623,CHEMBL4248915,CCOC(=O)/C=C/C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1
624,CHEMBL4250264,CCOC(=O)/C=C/[C@@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1
625,CHEMBL4238922,O=C(O)/C=C/[C@@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
626,CHEMBL3785286,NC(=S)N/N=C/CSc1ccccc1Cl
627,CHEMBL4247075,CCOC(=O)/C=C/[C@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
628,CHEMBL3786871,NC(=S)N/N=C/CSc1cc(Cl)ccc1Cl
629,CHEMBL4450535,Cc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1
630,CHEMBL3347380,C/C(=N/NC(=N)N)c1ccccc1OCc1ccc2no[n+]([O-])c2c1
631,CHEMBL3347345,N=C(N)N/N=C/c1cccc(OCc2ccc3no[n+]([O-])c3c2)c1
632,CHEMBL3329506,Brc1ccc(-c2csc(N/N=C/c3ccccn3)n2)cc1
633,CHEMBL3329504,C(=N/Nc1nc(-c2ccccc2)cs1)\c1ccccn1
634,CHEMBL3291072,COc1cc(O)cc2c1[C@@H](/C=C/c1ccccc1)[C@@H]1[C@@H](c3ccccc3)Oc3cc(O)cc(OC)c3[C@@H]1O2
635,CHEMBL3329507,Cc1sc(N/N=C/c2ccccn2)nc1-c1ccc(Br)cc1
636,CHEMBL2180342,C/C(COc1ccccc1)=N\N=C1\SC(C(C)C)C(=O)N1c1ccccc1
637,CHEMBL2180341,CCC1S/C(=N/N=C(\C)COc2ccccc2)N(c2ccccc2)C1=O
638,CHEMBL2180667,C/C(COc1ccccc1)=N\N=C1\SCC(=O)N1C
639,CHEMBL3827957,C=CCNC(=S)Nc1sc2c(c1C(=O)OCC)CCCC2
640,CHEMBL3828348,C=CCN1C(=O)CS/C1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2
641,CHEMBL3827864,CCOC(=O)c1c(/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)sc2c1CCCC2
642,CHEMBL3827943,C=CCn1c(C)c(C(=O)OCC)s/c1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2
643,CHEMBL3827307,CC(C)OC(=O)c1c(/N=C2\SCC(=O)N2c2ccccc2)sc2c1CCCC2
644,CHEMBL3828686,C=CCN1C(=O)C(C(=O)OCC)S/C1=N\c1sc2c(c1C(=O)OCC)CCCC2
645,CHEMBL3629561,C/C(=N\N=C1\SC(c2ccccc2)C(=O)N1C)c1ccc(Cl)c(Cl)c1
646,CHEMBL4238441,CCOC(=O)/C=C/C(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
647,CHEMBL3629417,C/C(=N\NC(=S)Nc1ccccc1)c1ccc(Cl)c(Cl)c1
648,CHEMBL3629422,C/C(=N\N=C1/NC(=O)C(c2ccccc2)S1)c1ccc(Cl)c(Cl)c1
649,CHEMBL3786510,Cc1cccc(SC/C=N/NC(N)=S)c1
650,CHEMBL3787052,NC(=S)N/N=C/CSc1cccc(Cl)c1
651,CHEMBL3785305,NC(=S)N/N=C/CSc1ccc(Cl)cc1
652,CHEMBL1774603,OCCN1CCN(c2ccnc3cc(Cl)ccc23)CC1
653,CHEMBL25988,N/C(S)=N/N=C/c1ccccn1
654,CHEMBL3329512,Clc1ccc(-c2csc(N/N=C/c3ccccn3)n2)cc1Cl
655,CHEMBL3329514,C(=N/Nc1nc(-c2ccc3ccccc3c2)cs1)\c1ccccn1
656,CHEMBL2409542,C/C(=N\Nc1nc(-c2ccccc2)cs1)c1ccccn1
657,CHEMBL3114105,C/C(=N/Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccccn1
658,CHEMBL3329521,C/C(=N\Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1)c1ccccn1
659,CHEMBL3329509,COc1ccc(-c2csc(N/N=C/c3ccccn3)n2)cc1
660,CHEMBL3629566,C/C(=N\N=C1\SC(c2ccccc2)C(=O)N1c1ccccc1)c1ccc(Cl)c(Cl)c1
661,CHEMBL4063776,Cc1ccc(NC(=O)CN2CCN(C)CC2)cc1
662,CHEMBL4583027,O=C1CNc2ccccc2N1
663,CHEMBL3629564,CCC1S/C(=N/N=C(\C)c2ccc(Cl)c(Cl)c2)N(c2ccccc2)C1=O
664,CHEMBL4294157,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H]1C(=O)N1C(C(=O)OCc2ccccc2)C1C(=O)OC(C)(C)C
665,CHEMBL3121915,C/C(=N\NC(N)=S)C(C)Oc1ccccc1
666,CHEMBL3629421,C/C(=N\N=C1/NC(=O)C(C(C)C)S1)c1ccc(Cl)c(Cl)c1
667,CHEMBL374508,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N
668,CHEMBL4176937,C/C(=N\N=c1\scc(-c2ccccc2)n1C)c1ccc(Cl)c(Cl)c1
669,CHEMBL4082855,O=C(CNc1ccnc2cc(Cl)ccc12)N1CCOCC1
670,CHEMBL4077339,O=C(CNCCCN1CCOCC1)Nc1ccc(Cl)cc1
671,CHEMBL4093794,Cc1ccc(NC(=O)CNCCCN2CCOCC2)cc1
672,CHEMBL4066213,c1c[nH]c(CN2CCOCC2)c1
673,CHEMBL4063451,c1c[nH]c(CNCCCN2CCOCC2)c1
674,CHEMBL4081016,Cl.Clc1ccc2[nH]c(CNCCCN3CCOCC3)cc2c1
675,CHEMBL4292021,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H]1C(=O)N1C(C(=O)OCCc2ccccc2)C1C(=O)OCc1ccccc1
676,CHEMBL4290479,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H]1C(=O)N1C(C(=O)O)C1C(=O)OCCCc1ccccc1
677,CHEMBL3233083,O=C(COc1ccccc1I)NCCc1nc2ccccc2[nH]1
678,CHEMBL3233092,O=Cc1c(OCC(=O)NCCc2nc3ccccc3[nH]2)ccc2ccccc12
679,CHEMBL3233114,O=C(COc1ccc2ccccc2c1)NCCc1nc2ccccc2o1
680,CHEMBL1346687,Cc1ccccc1OCC(=O)NCCc1nc2ccccc2[nH]1
681,CHEMBL3233098,O=C(CCOc1ccccc1)NCCc1nc2ccccc2[nH]1
682,CHEMBL4212989,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N(C)N(C)C#N
683,CHEMBL4244085,CCOC(=O)/C=C/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1
684,CHEMBL4243121,CCOC(=O)/C=C/[C@@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1
685,CHEMBL4239347,CCOC(=O)/C=C/[C@H](O)[C@H](CCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1
686,CHEMBL4242650,CCOC(=O)/C=C/[C@@H](O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
687,CHEMBL4249438,CCOC(=O)/C=C/[C@H](O)[C@H](CCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)OCc1ccccc1
688,CHEMBL4203721,CCN(CC)C(=O)/C=C/C1(NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)CC1
689,CHEMBL99254,NCCNc1ccnc2cc(Cl)ccc12
690,CHEMBL4166231,C/C(=N\Nc1nc(-c2ccc(C)cc2)cs1)c1ccc(Cl)c(Cl)c1
691,CHEMBL4169647,C/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1ccc(Cl)c(Cl)c1
692,CHEMBL3629419,C/C(=N\N=C1/NC(=O)C(C)S1)c1ccc(Cl)c(Cl)c1
693,CHEMBL3629420,CCC1S/C(=N/N=C(\C)c2ccc(Cl)c(Cl)c2)NC1=O
694,CHEMBL4166320,C/C(=N\N=c1\scc(-c2ccccc2)n1-c1ccccc1)c1ccc(Cl)c(Cl)c1
695,CHEMBL4240920,CCOC(=O)/C=C/C(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
696,CHEMBL4245631,CCOC(=O)/C=C/[C@H](O)[C@H](CCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)OC
697,CHEMBL4078580,Cl.c1ccc2[nH]c(CNCCCN3CCOCC3)cc2c1
698,CHEMBL3785388,Cc1ccc(C)c(SC/C=N/NC(N)=S)c1
699,CHEMBL4284143,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H]1C(=O)N1C(C(=O)OCCCc2ccccc2)C1C(=O)OCc1ccccc1
700,CHEMBL1522192,Cc1ccc(NC(=O)CN2CCc3ccccc3C2)cc1
701,CHEMBL31000,OCCNc1ccnc2cc(Cl)ccc12
702,CHEMBL4072523,c1cc(NCCCN2CCOCC2)ncn1
703,CHEMBL3827404,C=CCN1C(=O)CS/C1=N\c1sc2c(c1C(=O)OCC)CCCC2
704,CHEMBL3827295,C=CCNC(=S)Nc1sc2c(c1C(=O)OC(C)C)CCCC2
705,CHEMBL3220744,c1ccc(/N=C(/Nc2ccccc2)N2CCNCC2)cc1
706,CHEMBL3347359,C=CCNC(=S)N/N=C/c1cccc(OCc2ccc3no[n+]([O-])c3c2)c1
707,CHEMBL3785309,COc1ccc(SC/C=N/NC(N)=S)cc1
708,CHEMBL3787696,Cc1ccc(SC/C=N/NC(N)=S)cc1
709,CHEMBL4462001,Cc1sc(N/N=C/CSc2ccccc2)nc1-c1ccc(Br)cc1
710,CHEMBL4434707,Clc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1
711,CHEMBL3329515,C/C(=N\Nc1nc(-c2ccc(C)cc2)cs1)c1ccccn1
712,CHEMBL4283566,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC[C@@H]1C(=O)N1C(C(=O)OCc2ccccc2)C1C(=O)OCC1CCCCC1
713,CHEMBL4465398,Clc1ccc(-c2csc(N/N=C/CSc3ccccc3)n2)cc1Cl
714,CHEMBL4067684,Cl.Clc1ccc2[nH]c(CNCc3ccccc3)cc2c1
